lr,train/loss,train/c_l,train/f_l,train/b_l,train/s_l,train/psnr,epoch,created_at,val/loss,val/psnr
0.0005,1.0434019565582275,0.006785253062844276,0.13144445419311523,0.897564172744751,0.007608084939420223,19.579824447631836,0,2021-01-24 09:34:02.346133,,
0.0005,1.0637322664260864,0.008579615503549576,0.15318480134010315,0.8937222957611084,0.008245635777711868,18.609539031982422,0,2021-01-24 09:34:09.484641,,
0.0005,1.0801142454147339,0.008389052003622055,0.1772788017988205,0.8867816925048828,0.00766465300694108,18.252965927124023,0,2021-01-24 09:34:16.554675,,
0.0005,1.067958950996399,0.0077847144566476345,0.18989238142967224,0.8625507354736328,0.007731128949671984,18.9635066986084,0,2021-01-24 09:34:23.683434,,
0.0005,1.083545446395874,0.0086505813524127,0.1736501306295395,0.8934917449951172,0.007752965670078993,18.47594451904297,0,2021-01-24 09:34:30.721317,,
0.0005,1.0912612676620483,0.009164147078990936,0.19336915016174316,0.8809762001037598,0.007751813158392906,18.41826057434082,0,2021-01-24 09:34:37.765037,,
0.0005,1.0737192630767822,0.007807122077792883,0.17092940211296082,0.8859052658081055,0.009077459573745728,18.447731018066406,0,2021-01-24 09:34:44.914775,,
0.0005,1.075482726097107,0.007840256206691265,0.16317646205425262,0.8965373039245605,0.007928751409053802,18.703859329223633,0,2021-01-24 09:34:52.000177,,
0.0005,1.088839054107666,0.008647272363305092,0.20324461162090302,0.8685455322265625,0.008401676081120968,18.174142837524414,0,2021-01-24 09:34:59.216052,,
0.0005,1.0811519622802734,0.00757403951138258,0.1980447769165039,0.8679108619689941,0.007622288074344397,18.678691864013672,0,2021-01-24 09:35:06.284952,,
0.0005,1.054703950881958,0.007454611361026764,0.15063467621803284,0.8896899223327637,0.006924713496118784,19.131305694580078,0,2021-01-24 09:35:13.268693,,
0.0005,1.0550488233566284,0.007632599677890539,0.14893364906311035,0.8918466567993164,0.00663596298545599,19.091318130493164,0,2021-01-24 09:35:20.306053,,
0.0005,1.0382349491119385,0.007076259236782789,0.14172285795211792,0.8833575248718262,0.0060782223008573055,19.179866790771484,0,2021-01-24 09:35:27.346975,,
0.0005,1.0544942617416382,0.008298873901367188,0.15990084409713745,0.8797633647918701,0.006531107239425182,18.743408203125,0,2021-01-24 09:35:34.565100,,
0.0005,1.0155800580978394,0.007051623426377773,0.1450912356376648,0.8560514450073242,0.007385744247585535,19.584327697753906,0,2021-01-24 09:35:41.863811,,
0.0005,1.0415027141571045,0.007448880933225155,0.1736365258693695,0.8532745838165283,0.007142752408981323,18.989774703979492,0,2021-01-24 09:35:48.933634,,
0.0005,1.0146064758300781,0.006795573979616165,0.13402363657951355,0.8664355278015137,0.007351757492870092,20.01451301574707,0,2021-01-24 09:35:55.855065,,
0.0005,1.007513165473938,0.007028687745332718,0.132015198469162,0.8621892929077148,0.006279937922954559,19.363113403320312,0,2021-01-24 09:36:03.014003,,
0.0005,1.0122573375701904,0.007262705825269222,0.1580924689769745,0.8400073051452637,0.006894850637763739,19.39182472229004,0,2021-01-24 09:36:10.329690,,
0.0005,1.0397546291351318,0.007810711394995451,0.1453753411769867,0.8794763088226318,0.007092202082276344,18.88813018798828,0,2021-01-24 09:36:17.379228,,
0.0005,1.0453226566314697,0.0073548792861402035,0.17066726088523865,0.8602571487426758,0.0070433225482702255,19.292152404785156,0,2021-01-24 09:36:24.263990,,
0.0005,1.0136998891830444,0.006815669592469931,0.12577217817306519,0.8746902942657471,0.006421694997698069,19.567068099975586,0,2021-01-24 09:36:31.180299,,
0.0005,1.021236777305603,0.00651273038238287,0.1263514757156372,0.8819599151611328,0.00641264021396637,19.83063507080078,0,2021-01-24 09:36:38.081597,,
0.0005,1.0218125581741333,0.007020553108304739,0.12967082858085632,0.8788926601409912,0.006228622514754534,19.67123031616211,0,2021-01-24 09:36:44.962287,,
0.0005,1.0149468183517456,0.007106491830199957,0.1628831923007965,0.8383140563964844,0.006643042899668217,19.434192657470703,0,2021-01-24 09:36:51.828493,,
0.0005,1.0360372066497803,0.00707304198294878,0.14410719275474548,0.8783459663391113,0.006510951556265354,19.532859802246094,0,2021-01-24 09:36:58.688624,,
0.0005,1.022138237953186,0.00789264589548111,0.1532553881406784,0.8546209335327148,0.00636927830055356,19.454143524169922,0,2021-01-24 09:37:05.551685,,
0.0005,1.0043721199035645,0.006647035479545593,0.14388352632522583,0.8484146595001221,0.005426828749477863,19.47421646118164,0,2021-01-24 09:37:12.419529,,
0.0005,1.039016604423523,0.00721741933375597,0.11790140718221664,0.9071657657623291,0.006731962785124779,18.998149871826172,0,2021-01-24 09:37:19.313818,,
0.0005,1.0552388429641724,0.007446104660630226,0.17890357971191406,0.8623988628387451,0.006490365136414766,18.970338821411133,0,2021-01-24 09:37:26.170042,,
0.0005,1.0081501007080078,0.006939978338778019,0.15832431614398956,0.8367810249328613,0.00610485952347517,19.73255729675293,0,2021-01-24 09:37:33.018317,,
0.0005,1.001099944114685,0.007159426808357239,0.12609660625457764,0.8625054359436035,0.005338515620678663,20.099586486816406,0,2021-01-24 09:37:39.976641,,
0.0005,1.0189045667648315,0.007713874336332083,0.15345190465450287,0.8517236709594727,0.006015200633555651,19.05838966369629,0,2021-01-24 09:37:47.122450,,
0.0005,1.0197457075119019,0.0076319435611367226,0.15071234107017517,0.855525016784668,0.005876461509615183,19.327865600585938,0,2021-01-24 09:37:54.358062,,
0.0005,1.0009394884109497,0.007748318370431662,0.1376107931137085,0.8505637645721436,0.005016605835407972,19.52185821533203,0,2021-01-24 09:38:01.261246,,
0.0005,1.0337095260620117,0.008215539157390594,0.15295462310314178,0.8666722774505615,0.005867154337465763,18.702205657958984,0,2021-01-24 09:38:08.106647,,
0.0005,0.9740734100341797,0.006486325524747372,0.1264784336090088,0.8362791538238525,0.004829509649425745,20.547225952148438,0,2021-01-24 09:38:14.973083,,
0.0005,1.0554554462432861,0.007998930290341377,0.1830776035785675,0.8586091995239258,0.005769716575741768,19.013174057006836,0,2021-01-24 09:38:21.865357,,
0.0005,1.0090543031692505,0.006861220113933086,0.13600139319896698,0.8604063987731934,0.00578536419197917,19.65030860900879,0,2021-01-24 09:38:28.724927,,
0.0005,1.0240610837936401,0.007627548649907112,0.1558661162853241,0.8535375595092773,0.00702994130551815,19.253124237060547,0,2021-01-24 09:38:35.595167,,
,,,,,,,0,2021-01-24 09:38:51.734807,1.0263913869857788,20.642799377441406
0.0004969221467070815,1.0597001314163208,0.008160078898072243,0.1592029333114624,0.8861274719238281,0.006209569051861763,18.579824447631836,1,2021-01-24 09:38:59.353063,,
0.0004969221467070815,0.9875583648681641,0.007070881314575672,0.1326095312833786,0.8421707153320312,0.005707259755581617,19.468271255493164,1,2021-01-24 09:39:06.599365,,
0.0004969221467070815,1.0145118236541748,0.00762028805911541,0.1588296741247177,0.8437309265136719,0.004330850671976805,19.37171745300293,1,2021-01-24 09:39:13.827741,,
0.0004969221467070815,1.0541728734970093,0.008132264018058777,0.17360767722129822,0.8678386211395264,0.0045943185687065125,18.7755184173584,1,2021-01-24 09:39:21.060141,,
0.0004969221467070815,0.9924226999282837,0.006598958279937506,0.14504674077033997,0.8358926773071289,0.004884291905909777,19.96547508239746,1,2021-01-24 09:39:28.281396,,
0.0004969221467070815,1.0158703327178955,0.007129695266485214,0.154661163687706,0.8486063480377197,0.0054731061682105064,19.401294708251953,1,2021-01-24 09:39:35.487998,,
0.0004969221467070815,0.9984868168830872,0.006670886185020208,0.15152841806411743,0.8354048728942871,0.004882632289081812,19.75111198425293,1,2021-01-24 09:39:42.727121,,
0.0004969221467070815,0.9738149642944336,0.006842311471700668,0.1423621028661728,0.8198704719543457,0.004740061238408089,20.140790939331055,1,2021-01-24 09:39:49.974332,,
0.0004969221467070815,1.0109535455703735,0.007339454255998135,0.14351144433021545,0.8551931381225586,0.00490949209779501,19.399316787719727,1,2021-01-24 09:39:57.150769,,
0.0004969221467070815,1.0329397916793823,0.006931654643267393,0.1827698051929474,0.83840012550354,0.004838228691369295,19.540773391723633,1,2021-01-24 09:40:04.134253,,
0.0004969221467070815,1.028251051902771,0.007769253104925156,0.17868858575820923,0.8373360633850098,0.004457112401723862,19.076068878173828,1,2021-01-24 09:40:11.159382,,
0.0004969221467070815,1.01827073097229,0.007089676335453987,0.15810582041740417,0.8486001491546631,0.00447510601952672,19.14333724975586,1,2021-01-24 09:40:18.230621,,
0.0004969221467070815,0.9781211018562317,0.007213379256427288,0.13406816124916077,0.8321585655212402,0.004680970683693886,19.74952507019043,1,2021-01-24 09:40:25.397953,,
0.0004969221467070815,0.9615786075592041,0.006281647365540266,0.11258882284164429,0.837932825088501,0.0047753131948411465,20.7231502532959,1,2021-01-24 09:40:32.370794,,
0.0004969221467070815,1.012722134590149,0.007655584719032049,0.14360041916370392,0.8564562797546387,0.005009856540709734,19.15370750427246,1,2021-01-24 09:40:39.596214,,
0.0004969221467070815,1.0346894264221191,0.008333968929946423,0.16588696837425232,0.8549454212188721,0.005523120518773794,19.452972412109375,1,2021-01-24 09:40:46.753918,,
0.0004969221467070815,0.9436643123626709,0.005596369504928589,0.12876616418361664,0.8055562973022461,0.0037454681005328894,20.693679809570312,1,2021-01-24 09:40:53.615451,,
0.0004969221467070815,1.0113507509231567,0.007082322146743536,0.1567198932170868,0.8435630798339844,0.003985395189374685,19.156700134277344,1,2021-01-24 09:41:00.521992,,
0.0004969221467070815,1.028913140296936,0.00790769886225462,0.17010211944580078,0.8461990356445312,0.004704271908849478,19.218395233154297,1,2021-01-24 09:41:07.612724,,
0.0004969221467070815,0.9976904988288879,0.007194560021162033,0.16300714015960693,0.8233513832092285,0.0041373795829713345,19.386295318603516,1,2021-01-24 09:41:14.658216,,
0.0004969221467070815,1.0016921758651733,0.007005777209997177,0.1262703388929367,0.863837718963623,0.004578310064971447,19.679540634155273,1,2021-01-24 09:41:21.959997,,
0.0004969221467070815,0.9673956632614136,0.00613660691305995,0.13047456741333008,0.8263289928436279,0.0044555142521858215,20.181543350219727,1,2021-01-24 09:41:29.190364,,
0.0004969221467070815,0.9953711032867432,0.007581443525850773,0.1563560664653778,0.8271610736846924,0.004272543825209141,19.30111312866211,1,2021-01-24 09:41:36.427431,,
0.0004969221467070815,1.0149816274642944,0.007564242463558912,0.16829952597618103,0.8353662490844727,0.003751636715605855,19.487516403198242,1,2021-01-24 09:41:43.658925,,
0.0004969221467070815,0.9888167381286621,0.006434777285903692,0.15727224946022034,0.8214273452758789,0.003682353300973773,20.075946807861328,1,2021-01-24 09:41:50.853406,,
0.0004969221467070815,0.9760066270828247,0.007343663834035397,0.14142343401908875,0.8230562210083008,0.004183265846222639,19.777536392211914,1,2021-01-24 09:41:57.855861,,
0.0004969221467070815,1.0003008842468262,0.006861771456897259,0.14368128776550293,0.8458456993103027,0.0039120945148169994,19.463441848754883,1,2021-01-24 09:42:04.863078,,
0.0004969221467070815,1.0297813415527344,0.007621332071721554,0.18658410012722015,0.8316366672515869,0.003939312417060137,19.17501449584961,1,2021-01-24 09:42:12.014467,,
0.0004969221467070815,0.9797660708427429,0.007100447081029415,0.15703873336315155,0.8125021457672119,0.003124768612906337,20.03015899658203,1,2021-01-24 09:42:18.942635,,
0.0004969221467070815,0.9872637391090393,0.006914918776601553,0.1402500867843628,0.8362979888916016,0.0038007551338523626,19.90686798095703,1,2021-01-24 09:42:25.927454,,
0.0004969221467070815,1.0247547626495361,0.006793964188545942,0.18230345845222473,0.8318352699279785,0.003822068450972438,19.366329193115234,1,2021-01-24 09:42:32.953912,,
0.0004969221467070815,0.9837890863418579,0.007107719779014587,0.1379641741514206,0.8351774215698242,0.00353978481143713,19.84957504272461,1,2021-01-24 09:42:39.978846,,
0.0004969221467070815,0.9669861793518066,0.005529182031750679,0.1367616504430771,0.8209717273712158,0.003723646281287074,20.67015838623047,1,2021-01-24 09:42:46.889035,,
0.0004969221467070815,0.9829955101013184,0.0071432883851230145,0.1521366387605667,0.8210220336914062,0.0026935467030853033,19.692838668823242,1,2021-01-24 09:42:54.006237,,
0.0004969221467070815,0.9750615954399109,0.0069064549170434475,0.12191742658615112,0.8426640033721924,0.0035737131256610155,20.164804458618164,1,2021-01-24 09:43:01.269714,,
0.0004969221467070815,1.010918378829956,0.00787221547216177,0.16728103160858154,0.8315315246582031,0.0042336443439126015,19.20254135131836,1,2021-01-24 09:43:08.577914,,
0.0004969221467070815,1.0030796527862549,0.007136575877666473,0.1397121101617813,0.8530716896057129,0.0031592603772878647,19.2497615814209,1,2021-01-24 09:43:15.807128,,
0.0004969221467070815,0.9591795206069946,0.006850128527730703,0.13207057118415833,0.8172159194946289,0.003042929107323289,20.29709815979004,1,2021-01-24 09:43:23.059907,,
0.0004969221467070815,0.9859258532524109,0.007007330656051636,0.1254519820213318,0.8502810001373291,0.0031855483539402485,19.877981185913086,1,2021-01-24 09:43:30.169275,,
0.0004969221467070815,0.974214494228363,0.00732473423704505,0.1375005543231964,0.8262605667114258,0.003128654323518276,20.196535110473633,1,2021-01-24 09:43:37.177096,,
0.0004969221467070815,0.9471532702445984,0.005868995096534491,0.12515044212341309,0.8127408027648926,0.0033929869532585144,20.744869232177734,1,2021-01-24 09:43:44.051837,,
0.0004969221467070815,0.9766134023666382,0.0066486746072769165,0.1300809681415558,0.8368022441864014,0.003081526141613722,19.833702087402344,1,2021-01-24 09:43:50.990567,,
0.0004969221467070815,0.9679904580116272,0.006478823255747557,0.11809375137090683,0.8406896591186523,0.0027282184455543756,20.293548583984375,1,2021-01-24 09:43:57.940660,,
0.0004969221467070815,0.9763464331626892,0.006419103592634201,0.13683781027793884,0.8298773765563965,0.003212131792679429,20.461734771728516,1,2021-01-24 09:44:04.864896,,
0.0004969221467070815,0.9613946080207825,0.0066382549703121185,0.12102878093719482,0.8309333324432373,0.0027941863518208265,20.22688865661621,1,2021-01-24 09:44:11.749440,,
0.0004969221467070815,1.000441312789917,0.006647257134318352,0.1660148799419403,0.8251214027404785,0.0026577883400022984,19.674367904663086,1,2021-01-24 09:44:18.660672,,
0.0004969221467070815,0.9760211706161499,0.00628315657377243,0.14517991244792938,0.8220512866973877,0.0025068381801247597,20.4732608795166,1,2021-01-24 09:44:25.585754,,
0.0004969221467070815,0.9872797727584839,0.0069022588431835175,0.1561608612537384,0.8212728500366211,0.0029437928460538387,19.7037353515625,1,2021-01-24 09:44:32.450099,,
0.0004969221467070815,0.9938798546791077,0.006894022226333618,0.14314144849777222,0.8410086631774902,0.0028357170522212982,19.38961410522461,1,2021-01-24 09:44:39.433450,,
0.0004969221467070815,0.9984133243560791,0.0074050650000572205,0.17269623279571533,0.8159611225128174,0.002350949915125966,19.389619827270508,1,2021-01-24 09:44:46.423231,,
0.0004969221467070815,0.9922884106636047,0.006917604710906744,0.14895306527614594,0.8337788581848145,0.0026388883125036955,19.61730194091797,1,2021-01-24 09:44:53.490953,,
0.0004969221467070815,0.9868056178092957,0.006671893410384655,0.15661625564098358,0.8211150169372559,0.002402497222647071,19.977846145629883,1,2021-01-24 09:45:00.446992,,
0.0004969221467070815,0.9941293597221375,0.006902662571519613,0.16122987866401672,0.8233568668365479,0.0026399726048111916,19.761188507080078,1,2021-01-24 09:45:07.536473,,
0.0004969221467070815,0.9556683301925659,0.0060062287375330925,0.1166074201464653,0.8304328918457031,0.0026217454578727484,20.637102127075195,1,2021-01-24 09:45:14.415471,,
0.0004969221467070815,0.9809175133705139,0.0059387292712926865,0.17637841403484344,0.7966537475585938,0.0019466197118163109,20.337316513061523,1,2021-01-24 09:45:21.349267,,
0.0004969221467070815,0.9756540656089783,0.0060066720470786095,0.1411074995994568,0.826134443283081,0.002405489096418023,20.63654327392578,1,2021-01-24 09:45:28.252121,,
0.0004969221467070815,0.9760806560516357,0.006438044365495443,0.14523355662822723,0.8219451904296875,0.002463857876136899,20.201730728149414,1,2021-01-24 09:45:35.139930,,
0.0004969221467070815,0.9762945175170898,0.007237293757498264,0.1512867510318756,0.815601110458374,0.0021693515591323376,19.640371322631836,1,2021-01-24 09:45:42.027149,,
0.0004969221467070815,0.9702145457267761,0.006703270133584738,0.13552163541316986,0.8256421089172363,0.0023475373163819313,19.880855560302734,1,2021-01-24 09:45:48.884260,,
0.0004969221467070815,0.9593107104301453,0.006666812114417553,0.12327663600444794,0.8269977569580078,0.002369504189118743,20.352333068847656,1,2021-01-24 09:45:55.706489,,
0.0004969221467070815,0.9577085375785828,0.006744406186044216,0.13011589646339417,0.8184995651245117,0.002348652109503746,19.953102111816406,1,2021-01-24 09:46:02.536757,,
0.0004969221467070815,0.9430323839187622,0.005821341183036566,0.109865203499794,0.824988842010498,0.0023570233024656773,20.637834548950195,1,2021-01-24 09:46:09.357845,,
0.0004969221467070815,1.0084784030914307,0.007035812363028526,0.17874708771705627,0.820404052734375,0.0022914286237210035,19.649906158447266,1,2021-01-24 09:46:16.196146,,
0.0004969221467070815,0.9774090647697449,0.006998164113610983,0.14967362582683563,0.8185234069824219,0.0022138941567391157,19.750337600708008,1,2021-01-24 09:46:23.014371,,
0.0004969221467070815,0.9531137347221375,0.006359254475682974,0.1224200651049614,0.8221879005432129,0.0021465164609253407,20.566280364990234,1,2021-01-24 09:46:29.841446,,
0.0004969221467070815,0.958257794380188,0.00624439399689436,0.1309865415096283,0.8187367916107178,0.0022900744806975126,20.494075775146484,1,2021-01-24 09:46:36.920083,,
0.0004969221467070815,0.9382075071334839,0.005550154950469732,0.12320493906736374,0.807154655456543,0.002297759987413883,20.557497024536133,1,2021-01-24 09:46:44.157467,,
0.0004969221467070815,0.9790337085723877,0.00797154288738966,0.1372549682855606,0.8312797546386719,0.00252747954800725,19.8587646484375,1,2021-01-24 09:46:51.090325,,
0.0004969221467070815,0.9931474328041077,0.008104906417429447,0.12875792384147644,0.8535881042480469,0.0026965171564370394,19.106199264526367,1,2021-01-24 09:46:58.000561,,
0.0004969221467070815,0.9645204544067383,0.006672610994428396,0.1504407823085785,0.8053567409515381,0.002050344832241535,20.35092544555664,1,2021-01-24 09:47:04.841453,,
0.0004969221467070815,0.9691668152809143,0.006515241228044033,0.1270252764225006,0.8332023620605469,0.002423949306830764,20.129486083984375,1,2021-01-24 09:47:11.758532,,
0.0004969221467070815,0.9158968329429626,0.00527825765311718,0.11371888965368271,0.7952797412872314,0.001619929214939475,21.118051528930664,1,2021-01-24 09:47:18.586615,,
0.0004969221467070815,0.9731534123420715,0.006041796412318945,0.13232803344726562,0.8325722217559814,0.0022114007733762264,20.3525333404541,1,2021-01-24 09:47:25.609583,,
0.0004969221467070815,0.943071722984314,0.006350907497107983,0.11788275092840195,0.8170342445373535,0.001803827821277082,20.519611358642578,1,2021-01-24 09:47:32.483851,,
0.0004969221467070815,0.9669584631919861,0.007337375544011593,0.15135672688484192,0.806396484375,0.0018678938504308462,20.097774505615234,1,2021-01-24 09:47:39.508170,,
0.0004969221467070815,0.9887488484382629,0.007318082265555859,0.18130481243133545,0.798161506652832,0.0019644221756607294,19.456687927246094,1,2021-01-24 09:47:46.423233,,
0.0004969221467070815,0.958820104598999,0.006817929446697235,0.14508210122585297,0.8050622940063477,0.0018577742157503963,20.275928497314453,1,2021-01-24 09:47:53.330448,,
0.0004969221467070815,0.9639201760292053,0.006161889992654324,0.12768130004405975,0.8276278972625732,0.002449109684675932,20.17643165588379,1,2021-01-24 09:48:00.236889,,
,,,,,,,1,2021-01-24 09:48:17.267627,0.9476197957992554,22.391571044921875
0.00048776437379120693,0.9763849973678589,0.007115369662642479,0.12823985517024994,0.8386502265930176,0.0023795163724571466,20.129663467407227,2,2021-01-24 09:48:23.621453,,
0.00048776437379120693,0.9289819002151489,0.006103429012000561,0.11892957985401154,0.8022322654724121,0.0017166328616440296,20.982873916625977,2,2021-01-24 09:48:30.510521,,
0.00048776437379120693,0.9716448783874512,0.0067727454006671906,0.1387336105108261,0.823692798614502,0.002445672173053026,20.171092987060547,2,2021-01-24 09:48:37.577754,,
0.00048776437379120693,0.948996365070343,0.006937599740922451,0.12739667296409607,0.8125457763671875,0.002116350457072258,20.269283294677734,2,2021-01-24 09:48:44.557221,,
0.00048776437379120693,0.9513382315635681,0.006055442150682211,0.1436939537525177,0.7997074127197266,0.0018814369104802608,20.79817008972168,2,2021-01-24 09:48:51.533875,,
0.00048776437379120693,0.9371442198753357,0.0062225740402936935,0.12786172330379486,0.8012416362762451,0.001818320364691317,20.78807830810547,2,2021-01-24 09:48:58.502705,,
0.00048776437379120693,0.9868459701538086,0.007192549761384726,0.16027870774269104,0.8173198699951172,0.002054836368188262,20.138267517089844,2,2021-01-24 09:49:05.383023,,
0.00048776437379120693,0.941774308681488,0.006109952460974455,0.11247041821479797,0.8207969665527344,0.002397014992311597,20.87202262878418,2,2021-01-24 09:49:12.243523,,
0.00048776437379120693,0.9414187669754028,0.0059610470198094845,0.11908726394176483,0.8140935897827148,0.002276886720210314,20.767986297607422,2,2021-01-24 09:49:19.178513,,
0.00048776437379120693,0.9552142024040222,0.006208642851561308,0.146896094083786,0.8003780841827393,0.001731403754092753,20.811153411865234,2,2021-01-24 09:49:26.155519,,
0.00048776437379120693,0.9326170086860657,0.0063021136447787285,0.11259236186742783,0.8117668628692627,0.001955681713297963,20.7816104888916,2,2021-01-24 09:49:33.072032,,
0.00048776437379120693,0.9307315945625305,0.005332996603101492,0.12210937589406967,0.8015742301940918,0.0017149982741102576,21.39572525024414,2,2021-01-24 09:49:40.024398,,
0.00048776437379120693,0.9597246646881104,0.0066148992627859116,0.1492537558078766,0.8020896911621094,0.001766304369084537,20.47818946838379,2,2021-01-24 09:49:46.970822,,
0.00048776437379120693,0.9375266432762146,0.005734664853662252,0.12457554042339325,0.8053019046783447,0.001914585824124515,20.671592712402344,2,2021-01-24 09:49:53.902677,,
